Date,Month,Metro_Week_No,Temperature_Max,Temperature_Min,Relative_Humidity_Morning,Relative_Humidity_Afternoon,Rainfall,No_of_Rainy_Days,Sunshine_Hrs,Wind_Velocity,Evap,year,week,sowing_type,larva_count,time_idx,month2
12-03-2019,Mar,11,28.00,11.20,89.10,46.90,2.60,0,6.40,1.80,3.10,2019,11,early sowing,4,218,3
19-03-2019,Mar,12,30.70,11.70,85.40,40.60,0.00,0,9.10,1.20,4.80,2019,12,early sowing,4,219,3
26-03-2019,Mar-Apr,13,32.50,15.50,84.90,49.90,0.00,0,7.70,1.60,4.50,2019,13,early sowing,6.33,220,3
02-04-2019,Apr,14,33.30,18.00,70.40,43.30,0.00,0,8.40,4.20,5.90,2019,14,early sowing,8.67,221,4
09-04-2019,Apr,15,35.70,17.30,74.00,31.70,3.20,1,9.10,4.90,7.10,2019,15,early sowing,0,222,4
16-04-2019,Apr,16,33.20,17.80,72.40,36.00,11.20,1,7.70,4.40,6.00,2019,16,early sowing,0,223,4
23-04-2019,Apr,17,38.30,20.00,63.00,25.10,0.00,0,10.00,5.60,9.00,2019,17,early sowing,0,224,4
30-04-2019,Apr-May,18,38.70,21.10,70.30,17.70,0.00,0,9.90,7.10,10.10,2019,18,early sowing,0,225,4
07-05-2019,May,19,40.70,19.60,51.10,16.10,0.00,0,10.20,8.10,10.10,2019,19,early sowing,0,226,5
14-05-2019,May,20,37.20,22.40,64.90,31.30,0.00,0,7.10,7.20,9.30,2019,20,early sowing,0,227,5
21-05-2019,May,21,40.00,21.40,57.40,17.10,0.00,0,9.90,7.30,10.10,2019,21,early sowing,0,228,5
28-05-2019,May-Jun,22,40.10,23.00,50.10,28.30,0.00,0,9.80,8.70,11.10,2019,22,early sowing,0,229,5
04-06-2019,Jun,23,38.90,26.00,63.40,37.00,23.40,1,10.00,6.90,10.10,2019,23,early sowing,0,230,6
11-06-2019,Jun,24,39.00,25.10,69.30,36.40,18.40,1,9.40,8.60,10.90,2019,24,early sowing,0,231,6
18-06-2019,Jun,25,35.90,24.20,76.60,52.10,62.20,2,8.20,7.00,7.20,2019,25,early sowing,0,232,6
25-06-2019,Jun-Jul,26,34.60,25.60,76.90,54.40,153.00,1,8.50,5.00,7.20,2019,26,early sowing,0,233,6
02-07-2019,Jul,27,33.90,26.10,79.10,68.60,30.80,3,4.70,4.70,5.20,2019,27,early sowing,0,234,7
09-07-2019,Jul,28,31.00,25.30,94.60,75.60,144.90,5,1.50,5.00,4.20,2019,28,early sowing,0,235,7
16-07-2019,Jul,29,32.70,25.70,84.30,64.30,41.20,1,5.40,3.00,4.20,2019,29,early sowing,0,236,7
23-07-2019,Jul,30,32.40,26.50,84.90,71.00,16.80,3,3.80,6.70,4.60,2019,30,early sowing,0,237,7
30-07-2019,Jul-Aug,31,33.30,26.00,88.10,67.40,108.20,4,4.80,5.00,4.90,2019,31,early sowing,0,238,7
06-08-2019,Aug,32,32.70,25.80,88.10,70.10,116.50,3,5.10,3.80,4.70,2019,32,early sowing,0,239,8
13-08-2019,Aug,33,32.00,25.40,89.30,74.10,51.20,4,5.20,5.80,4.80,2019,33,early sowing,0,240,8
20-08-2019,Aug,34,32.30,24.70,89.90,65.60,37.80,1,5.30,2.40,4.10,2019,34,early sowing,0,241,8
27-08-2019,Aug-Sep,35,33.80,25.70,85.60,66.10,174.60,2,6.10,1.90,4.50,2019,35,early sowing,0,242,8
03-09-2019,Sep,36,33.10,25.30,90.00,72.00,112.20,2,5.80,3.50,4.30,2019,36,early sowing,0,243,9
10-09-2019,Sep,37,33.10,25.70,89.40,69.90,7.80,1,5.50,3.50,4.30,2019,37,early sowing,0,244,9
17-09-2019,Sep,38,32.10,22.40,88.10,62.40,14.20,2,7.00,4.50,3.60,2019,38,early sowing,0,245,9
24-09-2019,Sep,39,30.90,23.00,88.00,65.10,6.20,1,6.10,1.80,3.60,2019,39,early sowing,0,246,9
01-10-2019,Oct,40,30.90,21.30,92.30,57.30,0.00,0,7.60,1.90,2.90,2019,40,early sowing,0,247,10
08-10-2019,Oct,41,31.90,18.80,88.10,47.30,0.00,0,8.60,2.40,3.20,2019,41,early sowing,0,248,10
15-10-2019,Oct,42,31.00,18.00,85.70,49.60,0.00,0,6.00,1.20,2.70,2019,42,early sowing,0,249,10
22-10-2019,Oct,43,29.60,16.20,91.90,46.70,0.00,0,6.50,2.20,2.80,2019,43,early sowing,0,250,10
29-10-2019,Oct-Nov,44,29.20,17.10,89.40,57.10,0.00,0,1.20,2.40,2.00,2019,44,early sowing,0,251,10
05-11-2019,Nov,45,29.10,14.00,85.30,43.70,0.00,0,6.00,2.70,2.40,2019,45,early sowing,0,252,11
12-11-2019,Nov,46,29.00,13.30,91.40,44.30,0.00,0,6.60,3.20,2.20,2019,46,early sowing,0,253,11
19-11-2019,Nov,47,25.00,11.50,94.00,47.30,0.00,0,4.70,1.80,2.10,2019,47,early sowing,0,254,11
26-11-2019,Nov-Dec,48,25.60,11.50,91.60,54.00,29.20,1,6.30,3.50,2.60,2019,48,early sowing,0,255,11
03-12-2019,Dec,49,23.80,8.30,94.60,46.90,0.00,0,7.20,1.40,1.90,2019,49,early sowing,0,256,12
10-12-2019,Dec,50,20.80,9.80,94.30,62.00,79.80,2,5.00,4.60,3.20,2019,50,early sowing,0,257,12
17-12-2019,Dec,51,15.40,9.30,94.90,78.40,0.00,0,2.10,5.60,1.30,2019,51,early sowing,0.93,258,12
24-12-2019,Dec,52,12.50,5.90,96.40,79.30,0.00,0,1.60,3.40,1.10,2019,52,early sowing,0.6,259,12
01-01-2020,Jan,1,20.10,7.50,92.00,59.70,11.40,2,5.00,2.10,2.00,2020,1,early sowing,0.4,260,1
08-01-2020,Jan,2,14.30,8.30,95.40,81.10,28.20,1,1.20,2.20,1.40,2020,2,early sowing,0.4,261,1
15-01-2020,Jan,3,18.10,9.90,94.60,78.60,48.10,2,3.30,1.20,1.70,2020,3,early sowing,0.41,262,1
22-01-2020,Jan,4,17.70,6.80,92.70,70.70,0.70,0,4.20,1.80,1.70,2020,4,early sowing,0.4,263,1
29-01-2020,Jan-Feb,5,18.00,6.00,94.70,63.60,29.80,2,5.30,2.80,2.70,2020,5,early sowing,0,264,1
05-02-2020,Feb,6,20.90,4.00,96.60,44.90,0.00,0,8.60,1.70,2.40,2020,6,early sowing,0,265,2
12-02-2020,Feb,7,22.90,8.40,94.40,62.30,0.00,0,6.90,1.80,2.90,2020,7,early sowing,0,266,2
19-02-2020,Feb,8,24.20,11.90,93.30,57.30,23.20,2,6.00,3.10,3.00,2020,8,early sowing,0,267,2
26-02-2020,Feb-Mar,9,24.90,11.30,92.40,57.60,0.00,0,6.50,1.20,2.80,2020,9,early sowing,0,268,2
05-03-2020,Mar,10,23.90,12.00,89.70,60.70,29.50,3,6.70,3.90,3.60,2020,10,early sowing,0.4,269,3
12-03-2020,Mar,11,26.00,13.10,85.40,48.60,15.60,1,7.80,3.40,3.50,2020,11,early sowing,0.4,270,3
19-03-2020,Mar,12,28.80,34.50,84.60,43.40,0.00,0,9.30,1.60,3.80,2020,12,early sowing,0.6,271,3
26-03-2020,Mar-Apr,13,29.40,14.90,88.00,34.70,1.00,0,8.30,4.50,4.80,2020,13,early sowing,2,272,3
02-04-2020,April,14,32.90,13.20,77.60,26.40,0.00,0,10.50,3.80,6.50,2020,14,early sowing,0.33,273,4
09-04-2020,April,15,35.30,16.60,70.70,26.70,0.00,0,9.20,1.50,6.60,2020,15,early sowing,0.86,274,4
16-04-2020,April,16,34.90,19.40,57.10,29.60,0.00,0,6.50,2.50,6.60,2020,16,early sowing,0.33,275,4
23-04-2020,April,17,31.80,19.20,64.40,48.00,70.80,1,7.20,3.70,5.40,2020,17,early sowing,0.33,276,4
30-04-2020,April-May,18,31.70,20.40,74.30,45.30,7.90,1,8.40,3.80,5.40,2020,18,early sowing,0,277,4
07-05-2020,May,19,32.30,19.90,69.00,49.30,50.40,2,9.10,2.90,6.20,2020,19,early sowing,0,278,5
14-05-2020,May,20,36.80,18.70,65.00,25.10,0.00,0,11.20,3.50,7.10,2020,20,early sowing,0,279,5
21-05-2020,May,21,38.80,23.00,62.90,30.00,0.00,0,11.40,3.20,9.40,2020,21,early sowing,0,280,5
28-05-2020,May-Jun,22,32.80,22.00,81.00,54.10,70.20,3,6.20,4.40,6.50,2020,22,early sowing,0,281,5
04-06-2020,June,23,33.90,24.10,73.70,52.40,0.00,0,8.00,2.00,5.60,2020,23,early sowing,0,282,6
11-06-2020,June,24,35.20,26.80,76.40,54.90,25.60,2,7.40,2.20,6.30,2020,24,early sowing,0,283,6
18-06-2020,June,25,33.10,25.10,83.40,66.30,91.00,4,7.00,1.90,5.90,2020,25,early sowing,0,284,6
25-06-2020,June-July,26,32.90,26.60,88.30,68.40,38.40,2,3.90,2.40,5.90,2020,26,early sowing,0,285,6
02-07-2020,July,27,32.10,25.60,87.60,74.30,182.00,4,3.90,3.50,6.00,2020,27,early sowing,0,286,7
09-07-2020,July,28,33.30,25.80,87.10,65.40,18.80,2,5.50,1.50,5.30,2020,28,early sowing,0,287,7
16-07-2020,July,29,32.80,26.20,89.40,69.30,32.00,2,5.50,2.40,5.20,2020,29,early sowing,0,288,7
23-07-2020,July,30,32.30,25.70,89.40,78.30,151.70,5,4.30,1.90,6.40,2020,30,early sowing,0,289,7
30-07-2020,July-Aug.,31,31.50,26.30,90.60,71.40,18.20,1,2.50,0.90,4.00,2020,31,early sowing,0,290,7
06-08-2020,Aug,32,32.50,26.80,89.30,75.70,54.20,3,3.90,1.70,5.50,2020,32,early sowing,0,291,8
13-08-2020,Aug,33,31.90,26.20,93.10,76.00,94.00,4,3.00,1.50,4.00,2020,33,early sowing,0,292,8
20-08-2020,Aug,34,32.00,25.80,85.30,66.90,10.30,2,6.70,1.80,5.20,2020,34,early sowing,0,293,8
27-08-2020,Aug-Sep,35,32.10,25.40,88.10,70.30,91.00,4,7.50,1.80,5.80,2020,35,early sowing,0,294,8
03-09-2020,Sep,36,34.00,25.70,87.60,61.00,0.00,0,8.10,0.90,5.50,2020,36,early sowing,0,295,9
10-09-2020,Sep,37,34.10,25.60,91.60,65.00,27.60,2,6.80,1.60,5.70,2020,37,early sowing,0,296,9
17-09-2020,Sep,38,34.20,24.60,90.30,63.00,18.50,1,6.80,2.20,4.60,2020,38,early sowing,0,297,9
24-09-2020,Sep-Oct,39,32.60,22.80,90.60,61.70,10.20,1,6.80,2.30,4.30,2020,39,early sowing,0,298,9
01-10-2020,Oct,40,34.20,21.30,88.70,52.70,0.00,0,8.90,0.70,4.50,2020,40,early sowing,0,299,10
08-10-2020,Oct,41,34.00,19.20,83.40,47.60,0.00,0,9.10,0.70,4.10,2020,41,early sowing,0,300,10
15-10-2020,Oct,42,33.00,17.40,87.70,47.00,0.00,0,7.90,1.10,3.70,2020,42,early sowing,0,301,10
22-10-2020,Oct,43,31.00,13.10,85.40,39.90,0.00,0,7.00,1.80,3.70,2020,43,early sowing,0,302,10
29-10-2020,Oct-Nov,44,30.40,12.40,91.60,37.40,0.00,0,4.30,1.40,3.40,2020,44,early sowing,0,303,10
05-11-2020,Nov,45,28.50,12.30,88.60,37.10,0.00,0,6.30,1.30,3.50,2020,45,early sowing,0,304,11
12-11-2020,Nov,46,28.50,11.30,92.10,36.30,0.00,0,8.10,1.90,3.00,2020,46,early sowing,0,305,11
19-11-2020,Nov,47,25.10,8.70,92.90,43.10,0.00,0,7.50,2.20,2.90,2020,47,early sowing,0,306,11
26-11-2020,Nov-Dec,48,25.00,8.60,93.90,42.40,0.00,0,6.10,1.00,2.20,2020,48,early sowing,0,307,11
03-12-2020,Dec,49,25.70,10.10,94.00,50.00,0.00,0,6.40,1.30,2.70,2020,49,early sowing,0,308,12
10-12-2020,Dec,50,20.80,9.70,93.40,66.60,2.50,1,3.30,3.40,1.70,2020,50,early sowing,0,309,12
17-12-2020,Dec,51,16.00,4.10,95.30,65.40,0.00,0,3.10,2.50,1.00,2020,51,early sowing,0,310,12
24-12-2020,Dec,52,20.80,4.10,96.30,54.50,0.00,0,5.40,1.90,1.50,2020,52,early sowing,0.27,311,12
01-01-2021,Jan,1,20.30,9.20,94.30,62.00,18.60,3,3.10,2.80,2.10,2020,53,early sowing,0.4,312,1
08-01-2021,Jan,2,18.70,8.70,96.70,71.60,0.00,0,3.90,5.60,2.00,2021,1,early sowing,0.67,313,1
15-01-2021,Jan,3,18.20,7.50,95.90,69.30,0.00,0,3.70,2.70,1.70,2021,2,early sowing,0.87,314,1
22-01-2021,Jan,4,16.60,8.80,96.00,75.00,0.00,0,1.60,2.80,1.50,2021,3,early sowing,0.6,315,1
29-01-2021,Jan-Feb,5,18.80,6.10,95.70,60.60,0.00,0,4.50,1.10,1.80,2021,4,early sowing,0.87,316,1
05-02-2021,Feb,6,23.70,7.80,94.30,53.00,4.60,1,6.70,2.80,2.70,2021,5,early sowing,1.4,317,2
12-02-2021,Feb,7,25.70,9.00,91.10,45.00,0.00,0,7.10,1.40,2.50,2021,6,early sowing,0.87,318,2
19-02-2021,Feb,8,26.90,9.90,88.90,47.70,0.00,0,6.70,1.80,2.90,2021,7,early sowing,0,319,2
26-02-2021,Feb-Mar,9,29.30,11.20,90.30,37.10,0.00,0,9.20,5.80,4.20,2021,8,early sowing,0,320,2
05-03-2021,Mar,10,29.60,14.20,83.10,46.10,0.00,0,7.60,3.80,4.20,2021,9,early sowing,1.67,321,3
12-03-2021,Mar,11,30.30,13.60,86.30,36.10,0.00,0,7.00,2.50,3.90,2021,10,early sowing,1.27,322,3
19-03-2021,Mar,12,32.60,14.10,82.40,27.30,0.00,0,8.00,4.20,6.10,2021,11,early sowing,0.8,323,3
26-03-2021,Mar-Apr,13,33.40,14.60,83.90,22.90,0.00,0,7.90,4.30,6.00,2021,12,early sowing,2.2,324,3
02-04-2021,April,14,34.40,13.90,58.90,14.40,0.00,0,6.50,4.90,7.20,2021,13,early sowing,0.87,325,4
09-04-2021,April,15,37.50,14.10,59.30,10.60,0.00,0,10.00,3.80,7.70,2021,14,early sowing,0.13,326,4
16-04-2021,April,16,36.80,17.80,56.60,17.30,0.70,0,8.40,5.20,8.30,2021,15,early sowing,0,327,4
23-04-2021,April,17,36.70,17.10,52.00,16.40,0.00,0,10.30,3.00,7.60,2021,16,early sowing,0,328,4
30-04-2021,April-May,18,36.30,21.90,60.70,30.10,3.40,1,6.80,5.70,7.80,2021,17,early sowing,0,329,4
07-05-2021,May,19,34.90,19.90,73.30,40.60,36.40,2,8.50,4.70,6.00,2021,18,early sowing,0,330,5
14-05-2021,May,20,32.40,21.10,76.30,49.70,80.40,1,5.10,2.40,4.70,2021,19,early sowing,0,331,5
21-05-2021,May,21,32.70,22.00,77.10,51.40,63.60,1,9.40,4.70,5.90,2021,20,early sowing,0,332,5
28-05-2021,May-Jun,22,33.40,22.50,78.70,52.70,56.40,2,8.70,4.70,6.20,2021,21,early sowing,0,333,5
04-06-2021,June,23,35.70,24.90,72.30,51.40,2.00,0,9.10,4.50,5.10,2021,22,early sowing,0,334,6
11-06-2021,June,24,31.90,24.80,83.40,59.30,5.60,1,5.80,5.70,4.70,2021,23,early sowing,0,335,6
18-06-2021,June,25,31.30,24.70,87.30,63.40,78.20,4,5.30,5.50,5.00,2021,24,early sowing,0,336,6
25-06-2021,June-July,26,35.70,27.00,78.40,56.30,0.00,0,7.20,4.30,5.90,2021,25,early sowing,0,337,6
02-07-2021,July,27,36.40,27.30,80.70,55.90,0.00,0,7.00,5.00,5.50,2021,26,early sowing,0,338,7
09-07-2021,July,28,33.70,26.30,81.90,63.90,33.60,2,4.20,7.20,5.50,2021,27,early sowing,0,339,7
16-07-2021,July,29,30.20,25.40,91.30,79.70,168.60,6,2.30,7.10,4.80,2021,28,early sowing,0,340,7
23-07-2021,July,30,32.10,26.60,88.00,73.60,33.80,2,4.10,5.20,4.30,2021,29,early sowing,0,341,7
30-07-2021,July-Aug.,31,33.40,26.30,86.30,65.70,19.60,2,6.40,6.40,4.50,2021,30,early sowing,0,342,7
06-08-2021,Aug,32,33.70,26.20,85.10,65.60,12.20,2,6.20,3.00,4.50,2021,31,early sowing,0,343,8
13-08-2021,Aug,33,33.40,25.80,90.30,69.40,96.70,4,4.40,3.50,4.30,2021,32,early sowing,0,344,8
20-08-2021,Aug,34,31.40,25.40,91.40,78.70,60.40,3,2.30,4.60,3.00,2021,33,early sowing,0,345,8
27-08-2021,Aug-Sep,35,31.40,25.00,88.60,74.60,114.60,2,3.10,4.50,3.20,2021,34,early sowing,0,346,8
03-09-2021,Sep,36,33.00,25.70,85.00,62.00,0.00,0,9.00,7.20,4.10,2021,35,early sowing,0,347,9
10-09-2021,Sep,37,33.50,24.70,84.10,68.60,27.20,2,6.70,4.30,4.90,2021,36,early sowing,0,348,9
17-09-2021,Sep,38,32.20,24.80,89.60,63.40,9.40,1,5.50,2.90,3.80,2021,37,early sowing,0,349,9
24-09-2021,Sep-Oct,39,33.40,24.20,84.00,57.70,2.40,0,7.40,3.10,4.30,2021,38,early sowing,0,350,9
01-10-2021,Oct,40,32.90,23.50,90.90,60.60,7.30,1,6.20,2.20,3.40,2021,39,early sowing,0,351,10
08-10-2021,Oct,41,33.20,20.50,87.00,50.10,0.00,0,8.00,1.90,3.70,2021,40,early sowing,0,352,10
15-10-2021,Oct,42,30.60,20.60,87.60,67.00,420.20,3,5.30,2.40,3.50,2021,41,early sowing,0,353,10
22-10-2021,Oct,43,29.70,16.60,89.00,44.00,0.00,0,8.50,2.60,3.20,2021,42,early sowing,0,354,10
29-10-2021,Oct-Nov,44,29.70,14.10,87.60,37.30,0.00,0,8.30,1.40,2.90,2021,43,early sowing,0,355,10
05-11-2021,Nov,45,28.10,13.00,90.70,40.70,0.00,0,7.30,1.30,2.60,2021,44,early sowing,0,356,11
12-11-2021,Nov,46,27.40,12.30,91.60,38.60,0.00,0,7.30,1.10,2.70,2021,45,early sowing,0.06,357,11
19-11-2021,Nov,47,26.30,11.40,90.40,37.60,0.00,0,6.70,2.40,3.10,2021,46,early sowing,0.13,358,11
26-11-2021,Nov-Dec,48,25.20,10.80,92.00,46.10,0.00,0,5.80,1.90,2.10,2021,47,early sowing,0,359,11
03-12-2021,Dec,49,25.00,12.10,93.00,49.70,3.00,1,5.20,2.40,1.80,2021,48,early sowing,0.26,360,12
10-12-2021,Dec,50,23.40,7.20,89.30,42.40,0.00,0,7.40,1.70,1.60,2021,49,early sowing,0.46,361,12
17-12-2021,Dec,51,19.80,4.30,93.30,45.90,0.00,0,5.40,2.50,1.70,2021,50,early sowing,0.66,362,12
24-12-2021,Dec,52,21.60,8.40,90.10,48.50,2.00,0,5.60,2.10,1.90,2021,51,early sowing,0.6,363,12
01-01-2022,Jan,1,20.20,9.10,92.70,55.70,22.20,1,5.00,2.20,1.80,2021,52,early sowing,0.8,364,1
08-01-2022,Jan,2,19.60,11.00,94.00,72.60,54.70,3,3.30,4.60,2.30,2022,1,early sowing,0.33,365,1
15-01-2022,Jan,3,14.10,8.70,91.40,80.30,2.80,1,0.60,3.60,1.10,2022,2,early sowing,0.73,366,1
22-01-2022,Jan,4,17.00,9.30,92.70,71.40,19.20,1,2.10,5.60,3.20,2022,3,early sowing,0.86,367,1
29-01-2022,Jan-Feb,5,16.00,8.60,91.60,77.10,30.70,1,1.70,6.10,1.70,2022,4,early sowing,0.53,368,1
05-02-2022,Feb,6,16.10,7.40,93.90,76.10,17.50,1,3.10,3.10,1.50,2022,5,early sowing,0.73,369,2
12-02-2022,Feb,7,22.20,6.70,93.60,47.70,0.00,0,8.60,2.40,2.00,2022,6,early sowing,0.93,370,2
19-02-2022,Feb,8,23.70,9.80,86.30,45.00,0.00,0,8.00,6.30,3.10,2022,7,early sowing,1.33,371,2
26-02-2022,Feb-Mar,9,24.70,10.00,92.90,48.00,2.20,0,8.00,3.10,2.60,2022,8,early sowing,0.8,372,2
05-03-2022,Mar,10,27.50,11.30,92.30,48.30,0.00,0,7.00,3.40,3.20,2022,9,early sowing,0.8,373,3
12-03-2022,Mar,11,30.70,16.60,90.10,48.60,0.00,0,7.10,1.90,2.90,2022,10,early sowing,1.13,374,3
19-03-2022,Mar,12,33.90,17.10,84.00,40.40,0.00,0,8.80,2.40,3.40,2022,11,early sowing,1.66,375,3
26-03-2022,Mar-Apr,13,34.00,15.90,79.70,31.30,0.00,0,9.00,4.60,4.80,2022,12,early sowing,1.66,376,3
02-04-2022,April,14,37.00,15.50,76.30,19.30,0.00,0,9.80,2.60,5.90,2022,13,early sowing,3.26,377,4
09-04-2022,April,15,37.10,20.90,64.60,30.70,2.60,1,8.30,5.10,6.10,2022,14,early sowing,4.8,378,4
16-04-2022,April,16,38.20,19.10,63.00,18.90,0.00,0,9.00,3.50,7.10,2022,15,early sowing,3.93,379,4
23-04-2022,April,17,38.00,19.00,53.70,18.90,0.00,0,10.30,4.00,8.80,2022,16,early sowing,0,380,4
30-04-2022,April-May,18,36.10,23.00,62.60,39.00,8.40,1,8.10,5.50,7.80,2022,17,early sowing,0,381,4
07-05-2022,May,19,35.20,23.30,67.10,42.90,5.00,1,8.50,4.10,6.80,2022,18,early sowing,0,382,5
14-05-2022,May,20,37.80,24.60,63.10,34.00,0.00,0,8.80,4.90,7.80,2022,19,early sowing,0,383,5
21-05-2022,May,21,34.50,22.60,66.90,39.10,14.90,2,7.80,5.80,6.80,2022,20,early sowing,0,384,5
28-05-2022,May-Jun,22,36.70,26.10,68.90,40.10,17.20,1,7.90,4.50,6.40,2022,21,early sowing,0,385,5
04-06-2022,June,23,40.40,26.10,67.70,31.70,0.00,0,9.60,5.80,7.80,2022,22,early sowing,0,386,6
11-06-2022,June,24,40.20,26.80,65.00,32.40,24.20,1,8.60,6.20,9.80,2022,23,early sowing,0,387,6
18-06-2022,June,25,35.00,24.50,73.40,43.40,0.00,0,7.30,5.10,6.20,2022,24,early sowing,0,388,6
25-06-2022,June-July,26,33.90,26.60,82.70,65.00,80.60,3,4.70,8.10,6.00,2022,25,early sowing,0,389,6
02-07-2022,July,27,34.40,27.60,79.40,59.90,20.60,1,6.20,2.90,5.70,2022,26,early sowing,0,390,7
09-07-2022,July,28,34.40,27.40,82.90,63.90,92.80,3,7.60,3.50,6.80,2022,27,early sowing,0,391,7
16-07-2022,July,29,33.70,27.10,82.00,66.00,41.20,2,7.00,4.60,6.10,2022,28,early sowing,0,392,7
23-07-2022,July,30,32.20,26.30,81.10,69.90,14.60,2,6.70,5.60,5.40,2022,29,early sowing,0,393,7
30-07-2022,July-Aug.,31,31.30,25.50,91.70,69.40,63.60,5,2.60,2.00,4.00,2022,30,early sowing,0,394,7
06-08-2022,Aug,32,32.80,26.30,81.30,65.60,16.80,2,6.10,1.60,4.20,2022,31,early sowing,0,395,8
13-08-2022,Aug,33,34.10,26.30,83.60,66.90,3.00,1,8.60,2.90,5.00,2022,32,early sowing,0,396,8
20-08-2022,Aug,34,33.90,25.90,88.10,64.30,57.80,2,8.50,2.80,5.20,2022,33,early sowing,0,397,8
27-08-2022,Aug-Sep,35,33.40,25.40,93.70,67.00,74.50,2,5.60,2.40,5.40,2022,34,early sowing,0,398,8
03-09-2022,Sep,36,33.00,25.10,88.40,64.90,2.80,1,7.10,1.40,3.90,2022,35,early sowing,0,399,9
10-09-2022,Sep,37,31.50,24.50,88.00,69.90,39.10,4,6.60,5.30,4.10,2022,36,early sowing,0,400,9
17-09-2022,Sep,38,30.50,25.00,89.40,76.30,197.40,2,3.10,1.60,3.10,2022,37,early sowing,0,401,9
24-09-2022,Sep-Oct,39,31.10,22.30,87.10,66.60,134.60,3,5.90,4.70,3.80,2022,38,early sowing,0,402,9
01-10-2022,Oct,40,32.40,23.00,88.40,62.00,60.60,1,7.80,2.80,3.90,2022,39,early sowing,0,403,10
08-10-2022,Oct,41,26.30,19.50,89.90,69.00,233.70,5,3.90,3.80,4.50,2022,40,early sowing,0,404,10
15-10-2022,Oct,42,30.70,18.00,84.90,50.30,0.00,0,8.20,0.90,3.30,2022,41,early sowing,0,405,10
22-10-2022,Oct,43,30.40,14.30,87.70,42.60,0.00,0,9.50,0.40,3.80,2022,42,early sowing,0,406,10
29-10-2022,Oct-Nov,44,28.70,15.30,89.00,49.10,0.00,0,7.00,0.30,2.80,2022,43,early sowing,0,407,10
05-11-2022,Nov,45,27.80,15.60,88.30,55.30,0.00,0,1.50,0.50,1.90,2022,44,early sowing,0,408,11
12-11-2022,Nov,46,26.80,10.20,90.70,40.30,0.00,0,7.50,0.80,2.40,2022,45,early sowing,0.13,409,11
19-11-2022,Nov,47,26.60,9.60,92.90,40.90,0.00,0,7.90,0.60,2.40,2022,46,early sowing,0.26,410,11
26-11-2022,Nov-Dec,48,26.80,10.60,91.40,43.00,0.00,0,8.20,0.40,2.30,2022,47,early sowing,0.33,411,11
03-12-2022,Dec,49,24.80,9.00,95.00,46.30,0.00,0,6.80,0.80,1.90,2022,48,early sowing,0.26,412,12
10-12-2022,Dec,50,24.60,6.00,94.10,42.60,0.00,0,8.10,1.10,1.80,2022,49,early sowing,0.46,413,12
17-12-2022,Dec,51,22.90,6.80,90.70,55.10,0.00,0,6.70,1.60,1.60,2022,50,early sowing,0.66,414,12
24-12-2022,Dec,52,18.20,6.00,93.10,65.10,0.00,0,3.70,2.10,1.30,2022,51,early sowing,0,415,12
01-01-2023,Jan,1,13.00,6.60,92.70,87.60,0.00,0,1.30,1.70,1.10,2022,52,early sowing,0.46,416,1
08-01-2023,Jan,2,14.80,7.10,90.10,69.70,3.80,1,2.30,2.00,1.60,2023,1,early sowing,0.6,417,1
15-01-2023,Jan,3,18.60,6.50,88.30,49.30,0.00,0,4.10,2.10,1.90,2023,2,early sowing,0.73,418,1
22-01-2023,Jan,4,22.60,9.90,91.30,60.70,10.70,2,5.20,3.00,2.90,2023,3,early sowing,1.33,419,1
29-01-2023,Jan-Feb,5,19.10,9.10,92.40,72.00,1.20,0,2.90,3.90,2.40,2023,4,early sowing,1.53,420,1
05-02-2023,Feb,6,24.20,9.10,92.60,46.70,0.00,0,7.20,1.90,2.50,2023,5,early sowing,1.2,421,2
